source_file,climate_id,station_name,lon,lat,n_rows_source,n_days_expected,n_days_scored,missing_tmax,missing_tmin,missing_prcp,n_quality_flagged,n_trace_precip,n_duplicate_dates,status,reason,stndata_file
climate_daily_AB_3034485_2026_P1D.csv,3034485,MEDICINE HAT RCS,-110.72,50.03,365,365,365,122,123,110,0,0,0,GOOD,,transformed/good/2026_CAE03034485.stndata
climate_daily_AB_3035198_2026_P1D.csv,3035198,PINCHER CREEK,-114.0,49.52,365,365,365,109,109,114,0,0,0,GOOD,,transformed/good/2026_CAE03035198.stndata
climate_daily_AB_3035208_2026_P1D.csv,3035208,PINCHER CREEK CLIMATE,-114.0,49.52,365,365,365,107,107,107,0,0,0,GOOD,,transformed/good/2026_CAE03035208.stndata
climate_daily_AB_3035340_2026_P1D.csv,3035340,QUEENSTOWN,-112.98,50.61,365,365,365,365,365,365,259,0,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/365),transformed/bad/2026_CAE03035340.stndata
climate_daily_AB_3036099_2026_P1D.csv,3036099,STAVELY AAFC,-113.88,50.18,365,365,365,105,105,105,0,0,0,GOOD,,transformed/good/2026_CAE03036099.stndata
climate_daily_AB_3036360_2026_P1D.csv,3036360,TABER,-112.12,49.79,365,365,365,365,365,356,200,9,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/356),transformed/bad/2026_CAE03036360.stndata
climate_daily_AB_303M9JM_2026_P1D.csv,303M9JM,OKOTOKS,-113.96,50.73,365,365,365,365,365,350,251,15,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/350),transformed/bad/2026_CAE0303M9JM.stndata
climate_daily_AB_3044533_2026_P1D.csv,3044533,MILK RIVER,-112.05,49.13,365,365,365,141,141,141,0,0,0,GOOD,,transformed/good/2026_CAE03044533.stndata
climate_daily_AB_3044923_2026_P1D.csv,3044923,ONEFOUR CDA,-110.47,49.12,365,365,365,110,110,106,0,0,0,GOOD,,transformed/good/2026_CAE03044923.stndata
climate_daily_AB_3050519_2026_P1D.csv,3050519,BANFF CS,-115.55,51.19,365,365,365,105,105,105,0,0,0,GOOD,,transformed/good/2026_CAE03050519.stndata
climate_daily_AB_3050602_2026_P1D.csv,3050602,BEAVER MINES,-114.18,49.47,365,365,365,108,108,108,0,0,0,GOOD,,transformed/good/2026_CAE03050602.stndata
climate_daily_AB_3050778_2026_P1D.csv,3050778,BOW VALLEY,-115.07,51.08,365,365,365,108,108,114,0,0,0,GOOD,,transformed/good/2026_CAE03050778.stndata
climate_daily_AB_3051R4R_2026_P1D.csv,3051R4R,CROWSNEST,-114.48,49.63,365,365,365,106,106,221,0,0,0,GOOD,,transformed/good/2026_CAE03051R4R.stndata
climate_daily_AB_3053536_2026_P1D.csv,3053536,JASPER WARDEN,-118.03,52.93,365,365,365,111,111,123,0,0,0,GOOD,,transformed/good/2026_CAE03053536.stndata
climate_daily_AB_3053600_2026_P1D.csv,3053600,KANANASKIS,-115.03,51.03,365,365,365,365,365,363,210,2,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/363),transformed/bad/2026_CAE03053600.stndata
climate_daily_AB_3054843_2026_P1D.csv,3054843,NORDEGG CS,-116.04,52.49,365,365,365,106,106,106,0,0,0,GOOD,,transformed/good/2026_CAE03054843.stndata
climate_daily_AB_3055119_2026_P1D.csv,3055119,PEKISKO,-114.42,50.37,365,365,365,266,266,269,0,0,0,BAD,tmax/tmin/prcp all missing >= 180 days (266/266/269),transformed/bad/2026_CAE03055119.stndata
climate_daily_AB_3056214_2026_P1D.csv,3056214,WATERTON PARK GATE,-113.81,49.13,365,365,365,115,115,170,0,0,0,GOOD,,transformed/good/2026_CAE03056214.stndata
climate_daily_AB_3057376_2026_P1D.csv,3057376,WHITECOURT A,-115.79,54.14,365,365,365,105,105,365,0,0,0,GOOD,,transformed/good/2026_CAE03057376.stndata
climate_daily_AB_305MGFF_2026_P1D.csv,305MGFF,NAKISKA RIDGETOP,-115.19,50.94,365,365,365,111,111,365,0,0,0,GOOD,,transformed/good/2026_CAE0305MGFF.stndata
climate_daily_AB_3060535_2026_P1D.csv,3060535,BARRHEAD CS,-114.45,54.09,365,365,365,105,105,105,0,0,0,GOOD,,transformed/good/2026_CAE03060535.stndata
climate_daily_AB_3060903_2026_P1D.csv,3060903,BRULE BLACK CAT,-117.87,53.35,365,365,365,365,365,352,184,13,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/352),transformed/bad/2026_CAE03060903.stndata
climate_daily_AB_3060L20_2026_P1D.csv,3060L20,ATHABASCA 1,-113.29,54.72,365,365,365,365,365,365,2,0,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/365),transformed/bad/2026_CAE03060L20.stndata
climate_daily_AB_3061201_2026_P1D.csv,3061201,CAMPSIE AUTO,-114.68,54.13,365,365,365,107,107,107,0,0,0,GOOD,,transformed/good/2026_CAE03061201.stndata
climate_daily_AB_3062239_2026_P1D.csv,3062239,EDSON,-116.47,53.58,365,365,365,123,123,119,0,0,0,GOOD,,transformed/good/2026_CAE03062239.stndata
climate_daily_AB_3062246_2026_P1D.csv,3062246,EDSON CLIMATE,-116.45,53.58,365,365,365,107,107,107,0,0,0,GOOD,,transformed/good/2026_CAE03062246.stndata
climate_daily_AB_3062451_2026_P1D.csv,3062451,ENTWISTLE,-114.98,53.6,365,365,365,365,365,360,240,5,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/360),transformed/bad/2026_CAE03062451.stndata
climate_daily_AB_3062696_2026_P1D.csv,3062696,FORT MCMURRAY CS,-111.21,56.65,365,365,365,107,107,107,0,0,0,GOOD,,transformed/good/2026_CAE03062696.stndata
climate_daily_AB_3062697_2026_P1D.csv,3062697,FORT MCMURRAY A,-111.22,56.65,365,365,365,106,106,124,0,0,0,GOOD,,transformed/good/2026_CAE03062697.stndata
climate_daily_AB_3063135_2026_P1D.csv,3063135,HENDRICKSON CREEK,-118.45,53.8,365,365,365,107,107,107,0,0,0,GOOD,,transformed/good/2026_CAE03063135.stndata
climate_daily_AB_3063600_2026_P1D.csv,3063600,ISLAND LAKE SOUTH,-113.54,54.82,365,365,365,105,105,105,0,0,0,GOOD,,transformed/good/2026_CAE03063600.stndata
climate_daily_AB_3063686_2026_P1D.csv,3063686,LAC LA BICHE CLIMATE,-112.02,54.77,365,365,365,107,107,107,0,0,0,GOOD,,transformed/good/2026_CAE03063686.stndata
climate_daily_AB_3064528_2026_P1D.csv,3064528,MILDRED LAKE,-111.56,57.04,365,365,365,106,106,106,0,0,0,GOOD,,transformed/good/2026_CAE03064528.stndata
climate_daily_AB_3065995_2026_P1D.csv,3065995,SLAVE LAKE,-114.78,55.29,365,365,365,113,113,115,0,0,0,GOOD,,transformed/good/2026_CAE03065995.stndata
climate_daily_AB_3065997_2026_P1D.csv,3065997,SLAVE LAKE RCS,-114.78,55.29,365,365,365,110,110,110,0,0,0,GOOD,,transformed/good/2026_CAE03065997.stndata
climate_daily_AB_306GE70_2026_P1D.csv,306GE70,WILLOW CREEK 1,-118.35,53.39,365,365,365,236,236,237,0,0,0,BAD,tmax/tmin/prcp all missing >= 180 days (236/236/237),transformed/bad/2026_CAE0306GE70.stndata
climate_daily_AB_3070600_2026_P1D.csv,3070600,BEAVERLODGE RCS,-119.4,55.2,365,365,365,108,108,108,0,0,0,GOOD,,transformed/good/2026_CAE03070600.stndata
climate_daily_AB_3072246_2026_P1D.csv,3072246,EGG ISLAND,-110.44,58.98,365,365,365,164,164,365,0,0,0,GOOD,,transformed/good/2026_CAE03072246.stndata
climate_daily_AB_3072655_2026_P1D.csv,3072655,FORT CHIPEWYAN,-111.12,58.77,365,365,365,108,108,186,0,0,0,GOOD,,transformed/good/2026_CAE03072655.stndata
climate_daily_AB_3072659_2026_P1D.csv,3072659,FORT CHIPEWYAN RCS,-111.12,58.77,365,365,365,111,111,111,0,0,0,GOOD,,transformed/good/2026_CAE03072659.stndata
climate_daily_AB_3072723_2026_P1D.csv,3072723,FORT VERMILION,-116.04,58.38,365,365,365,109,109,110,0,0,0,GOOD,,transformed/good/2026_CAE03072723.stndata
climate_daily_AB_3072921_2026_P1D.csv,3072921,GRANDE PRAIRIE A,-118.88,55.18,365,365,365,120,120,108,0,48,0,GOOD,,transformed/good/2026_CAE03072921.stndata
climate_daily_AB_3073140_2026_P1D.csv,3073140,HIGH LEVEL A,-117.16,58.62,365,365,365,117,117,114,0,0,0,GOOD,,transformed/good/2026_CAE03073140.stndata
climate_daily_AB_3073148_2026_P1D.csv,3073148,HIGH LEVEL,-117.16,58.63,365,365,365,107,107,107,0,0,0,GOOD,,transformed/good/2026_CAE03073148.stndata
climate_daily_AB_3074182_2026_P1D.csv,3074182,MANNING,-117.64,56.95,365,365,365,365,365,365,1,0,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/365),transformed/bad/2026_CAE03074182.stndata
climate_daily_AB_3075041_2026_P1D.csv,3075041,PEACE RIVER A,-117.45,56.23,365,365,365,115,115,117,0,0,0,GOOD,,transformed/good/2026_CAE03075041.stndata
climate_daily_AB_3075043_2026_P1D.csv,3075043,ROMA,-117.45,56.19,365,365,365,107,107,107,0,0,0,GOOD,,transformed/good/2026_CAE03075043.stndata
climate_daily_AB_3075488_2026_P1D.csv,3075488,RED EARTH,-115.28,56.55,365,365,365,108,108,218,0,0,0,GOOD,,transformed/good/2026_CAE03075488.stndata
climate_daily_AB_307KPFP_2026_P1D.csv,307KPFP,GARDEN RIVER,-113.87,58.71,365,365,365,106,106,365,0,0,0,GOOD,,transformed/good/2026_CAE0307KPFP.stndata
climate_daily_AB_3081680_2026_P1D.csv,3081680,COLD LAKE A,-110.28,54.42,365,365,365,108,108,108,0,51,0,GOOD,,transformed/good/2026_CAE03081680.stndata
climate_daily_BC_1012055_2026_P1D.csv,1012055,LAKE COWICHAN,-124.05,48.83,365,365,365,365,365,362,182,3,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/362),transformed/bad/2026_CAE01012055.stndata
climate_daily_BC_1012475_2026_P1D.csv,1012475,DISCOVERY ISLAND,-123.23,48.42,365,365,365,106,106,365,0,0,0,GOOD,,transformed/good/2026_CAE01012475.stndata
climate_daily_BC_1012710_2026_P1D.csv,1012710,ESQUIMALT HARBOUR,-123.44,48.43,365,365,365,107,107,110,0,0,0,GOOD,,transformed/good/2026_CAE01012710.stndata
climate_daily_BC_1013998_2026_P1D.csv,1013998,KELP REEFS,-123.24,48.55,365,365,365,365,365,365,0,0,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/365),transformed/bad/2026_CAE01013998.stndata
climate_daily_BC_1015105_2026_P1D.csv,1015105,METCHOSIN,-123.56,48.37,365,365,365,365,365,361,242,4,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/361),transformed/bad/2026_CAE01015105.stndata
climate_daily_BC_1015628_2026_P1D.csv,1015628,NORTH COWICHAN,-123.72,48.82,365,365,365,365,365,362,259,3,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/362),transformed/bad/2026_CAE01015628.stndata
climate_daily_BC_1015630_2026_P1D.csv,1015630,NORTH COWICHAN,-123.72,48.82,365,365,365,105,105,105,0,0,0,GOOD,,transformed/good/2026_CAE01015630.stndata
climate_daily_BC_1015638_2026_P1D.csv,1015638,NORTH PENDER ISLAND,-123.29,48.76,365,365,365,365,365,357,211,8,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/357),transformed/bad/2026_CAE01015638.stndata
climate_daily_BC_1016640_2026_P1D.csv,1016640,RACE ROCKS,-123.53,48.3,365,365,365,105,105,365,0,0,0,GOOD,,transformed/good/2026_CAE01016640.stndata
climate_daily_BC_1016943_2026_P1D.csv,1016943,SAANICHTON CFIA,-123.42,48.62,365,365,365,107,107,107,0,0,0,GOOD,,transformed/good/2026_CAE01016943.stndata
climate_daily_BC_1016RM0_2026_P1D.csv,1016RM0,SAANICHTON MT NEWTON,-123.43,48.6,365,365,365,365,365,365,259,0,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/365),transformed/bad/2026_CAE01016RM0.stndata
climate_daily_BC_1017099_2026_P1D.csv,1017099,SATURNA CAPMON CS,-123.13,48.78,365,365,365,107,107,107,0,0,0,GOOD,,transformed/good/2026_CAE01017099.stndata
climate_daily_BC_1017101_2026_P1D.csv,1017101,SATURNA ISLAND CS,-123.04,48.78,365,365,365,106,106,106,0,0,0,GOOD,,transformed/good/2026_CAE01017101.stndata
climate_daily_BC_1017254_2026_P1D.csv,1017254,SHERINGHAM POINT,-123.92,48.38,365,365,365,298,298,298,0,0,0,BAD,tmax/tmin/prcp all missing >= 180 days (298/298/298),transformed/bad/2026_CAE01017254.stndata
climate_daily_BC_1018598_2026_P1D.csv,1018598,VICTORIA UNIVERSITY CS,-123.3,48.46,365,365,365,107,107,107,0,0,0,GOOD,,transformed/good/2026_CAE01018598.stndata
climate_daily_BC_1018611_2026_P1D.csv,1018611,VICTORIA GONZALES CS,-123.32,48.41,365,365,365,106,106,110,0,0,0,GOOD,,transformed/good/2026_CAE01018611.stndata
climate_daily_BC_1018621_2026_P1D.csv,1018621,VICTORIA INTL A,-123.43,48.65,365,365,365,108,108,105,0,22,0,GOOD,,transformed/good/2026_CAE01018621.stndata
climate_daily_BC_1018633_2026_P1D.csv,1018633,VICTORIA HARBOUR A,-123.39,48.42,365,365,365,106,106,365,0,0,0,GOOD,,transformed/good/2026_CAE01018633.stndata
climate_daily_BC_1020590_2026_P1D.csv,1020590,BALLENAS ISLAND,-124.16,49.35,365,365,365,131,131,131,0,0,0,GOOD,,transformed/good/2026_CAE01020590.stndata
climate_daily_BC_1021261_2026_P1D.csv,1021261,CAMPBELL RIVER A,-125.27,49.95,365,365,365,365,365,352,259,13,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/352),transformed/bad/2026_CAE01021261.stndata
climate_daily_BC_1021270_2026_P1D.csv,1021270,CAMPBELL RIVER A,-125.27,49.95,365,365,365,105,105,365,0,0,0,GOOD,,transformed/good/2026_CAE01021270.stndata
climate_daily_BC_1021330_2026_P1D.csv,1021330,CAPE MUDGE,-125.2,50.0,365,365,365,365,365,357,259,8,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/357),transformed/bad/2026_CAE01021330.stndata
climate_daily_BC_1021480_2026_P1D.csv,1021480,CHATHAM POINT,-125.45,50.33,365,365,365,365,365,363,181,2,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/363),transformed/bad/2026_CAE01021480.stndata
climate_daily_BC_1021830_2026_P1D.csv,1021830,COMOX A,-124.9,49.72,365,365,365,105,105,105,0,26,0,GOOD,,transformed/good/2026_CAE01021830.stndata
climate_daily_BC_1021988_2026_P1D.csv,1021988,COURTENAY GRANTHAM,-125.0,49.76,365,365,365,365,365,364,129,1,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/364),transformed/bad/2026_CAE01021988.stndata
climate_daily_BC_1021989_2026_P1D.csv,1021989,COURTENAY PUNTLEDGE,-125.03,49.69,365,365,365,365,365,365,75,0,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/365),transformed/bad/2026_CAE01021989.stndata
climate_daily_BC_1022689_2026_P1D.csv,1022689,ENTRANCE ISLAND,-123.81,49.21,365,365,365,127,127,127,0,0,0,GOOD,,transformed/good/2026_CAE01022689.stndata
climate_daily_BC_1022795_2026_P1D.csv,1022795,FANNY ISLAND,-125.99,50.45,365,365,365,117,117,121,0,0,0,GOOD,,transformed/good/2026_CAE01022795.stndata
climate_daily_BC_1025365_2026_P1D.csv,1025365,NANAIMO A,-123.87,49.05,365,365,365,105,105,365,0,0,0,GOOD,,transformed/good/2026_CAE01025365.stndata
climate_daily_BC_10253G0_2026_P1D.csv,10253G0,NANAIMO CITY YARD,-123.99,49.2,365,365,365,365,365,365,260,0,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/365),transformed/bad/2026_CAE010253G0.stndata
climate_daily_BC_1026271_2026_P1D.csv,1026271,PORT HARDY A,-127.37,50.68,365,365,365,111,111,107,0,14,0,GOOD,,transformed/good/2026_CAE01026271.stndata
climate_daily_BC_1026273_2026_P1D.csv,1026273,PORT HARDY AIRPORT,-127.38,50.68,365,365,365,107,107,107,0,0,0,GOOD,,transformed/good/2026_CAE01026273.stndata
climate_daily_BC_1026562_2026_P1D.csv,1026562,QUALICUM BEACH AIRPORT,-124.39,49.34,365,365,365,106,106,106,0,0,0,GOOD,,transformed/good/2026_CAE01026562.stndata
climate_daily_BC_1026565_2026_P1D.csv,1026565,QUALICUM R FISH RESEARCH,-124.62,49.39,365,365,365,365,365,365,116,0,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/365),transformed/bad/2026_CAE01026565.stndata
climate_daily_BC_1026639_2026_P1D.csv,1026639,QUINSAM RIVER HATCHERY,-125.3,50.02,365,365,365,365,365,365,258,0,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/365),transformed/bad/2026_CAE01026639.stndata
climate_daily_BC_1027403_2026_P1D.csv,1027403,SISTERS ISLAND,-124.43,49.49,365,365,365,105,105,365,0,0,0,GOOD,,transformed/good/2026_CAE01027403.stndata
climate_daily_BC_1030230_2026_P1D.csv,1030230,ALBERNI ROBERTSON CREEK,-124.98,49.34,365,365,365,365,365,361,247,4,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/361),transformed/bad/2026_CAE01030230.stndata
climate_daily_BC_1031316_2026_P1D.csv,1031316,CAPE BEALE LIGHT,-125.22,48.79,365,365,365,365,365,355,258,10,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/355),transformed/bad/2026_CAE01031316.stndata
climate_daily_BC_1031353_2026_P1D.csv,1031353,CAPE SCOTT,-128.43,50.78,365,365,365,365,365,347,259,18,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/347),transformed/bad/2026_CAE01031353.stndata
climate_daily_BC_1032730_2026_P1D.csv,1032730,ESTEVAN POINT,-126.54,49.38,365,365,365,365,365,362,183,3,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/362),transformed/bad/2026_CAE01032730.stndata
climate_daily_BC_1032731_2026_P1D.csv,1032731,ESTEVAN POINT CS,-126.54,49.38,365,365,365,111,111,188,0,0,0,GOOD,,transformed/good/2026_CAE01032731.stndata
climate_daily_BC_1034600_2026_P1D.csv,1034600,LENNARD ISLAND,-125.92,49.11,365,365,365,365,365,360,259,5,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/360),transformed/bad/2026_CAE01034600.stndata
climate_daily_BC_1035612_2026_P1D.csv,1035612,NITINAT RIVER HATCHERY,-124.66,48.86,365,365,365,365,365,361,242,4,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/361),transformed/bad/2026_CAE01035612.stndata
climate_daily_BC_1035614_2026_P1D.csv,1035614,NOOTKA LIGHTSTATION,-126.62,49.6,365,365,365,365,365,356,244,9,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/356),transformed/bad/2026_CAE01035614.stndata
climate_daily_BC_1036570_2026_P1D.csv,1036570,QUATSINO,-127.65,50.53,365,365,365,365,365,343,217,22,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/343),transformed/bad/2026_CAE01036570.stndata
climate_daily_BC_1036572_2026_P1D.csv,1036572,QUATSINO LIGHTSTATION,-128.03,50.44,365,365,365,365,365,359,251,6,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/359),transformed/bad/2026_CAE01036572.stndata
climate_daily_BC_1036B06_2026_P1D.csv,1036B06,PORT ALBERNI (AUT),-124.93,49.32,365,365,365,107,107,107,0,0,0,GOOD,,transformed/good/2026_CAE01036B06.stndata
